human,name_hu,alias_hu
http://www.wikidata.org/entity/Q1280992,Žikica Jovanović Španac,Жикица Јовановић-Шпанац
http://www.wikidata.org/entity/Q1278976,Eberhard Fiebig,Fiebig
http://www.wikidata.org/entity/Q1278998,Eberhard Frowein,Frowein
http://www.wikidata.org/entity/Q1282481,Jake Deckard,Jake Zorax
http://www.wikidata.org/entity/Q1275189,Uğur Demirok,Demirok
http://www.wikidata.org/entity/Q1283127,Eddy Snijders,Edgar Snijders
http://www.wikidata.org/entity/Q1283127,Eddy Snijders,R.E. Snijders
http://www.wikidata.org/entity/Q1283127,Eddy Snijders,Richenel Eddy Snijders
http://www.wikidata.org/entity/Q1283127,Eddy Snijders,Richenel Edgar Snijders
http://www.wikidata.org/entity/Q1282797,Aleksandar Nikolić,Nikolić
http://www.wikidata.org/entity/Q1280270,Frano Kršinić,Kršinić
http://www.wikidata.org/entity/Q1285032,Janko Drašković,Draskovics János
http://www.wikidata.org/entity/Q1285032,Janko Drašković,Draskovich János
http://www.wikidata.org/entity/Q1281346,Witold Zglenicki,Zglenicki
http://www.wikidata.org/entity/Q1280599,Szkerdilaidasz,Scerdilaedus
http://www.wikidata.org/entity/Q1280689,Róza Berger-Fiedler,Berger-Fiedler
http://www.wikidata.org/entity/Q1280823,Boško Buha,Бошко Буха
http://www.wikidata.org/entity/Q1280931,Luigi Radice,Gigi Radice
http://www.wikidata.org/entity/Q1285622,Sas József,Polacsek József
http://www.wikidata.org/entity/Q1282909,Mihalovics József,Josip Mihalović
http://www.wikidata.org/entity/Q1282909,Mihalovics József,Mihalović Josip
http://www.wikidata.org/entity/Q1282909,Mihalovics József,Mihalovich  József
http://www.wikidata.org/entity/Q1282909,Mihalovics József,Mihalovits József
http://www.wikidata.org/entity/Q1282909,Mihalovics József,Јосип Михаловић
http://www.wikidata.org/entity/Q1285711,Vjekoslav Klaić,Klaić
http://www.wikidata.org/entity/Q1285771,Savanyú Jóska,Savanyó Jóska
http://www.wikidata.org/entity/Q1285771,Savanyú Jóska,Savanyú
http://www.wikidata.org/entity/Q1284241,Tommy Steele,Thomas William Hicks
http://www.wikidata.org/entity/Q1280064,Mira Banjac,Banjac
http://www.wikidata.org/entity/Q1280064,Mira Banjac,Mirjana Banjac
http://www.wikidata.org/entity/Q1280112,Saša Milivojev,Sasa Milivojev
http://www.wikidata.org/entity/Q1286019,Schenk Róbertné,Kálmán Mária
http://www.wikidata.org/entity/Q1286034,Ákos István,Scherer István
http://www.wikidata.org/entity/Q1286150,Schmidt József,József Schmidt
http://www.wikidata.org/entity/Q1286206,Schneller István,István Schneller
http://www.wikidata.org/entity/Q1285830,Savoyai Hugó ciprusi királyi herceg,Ciprusi Henrik
http://www.wikidata.org/entity/Q1285830,Savoyai Hugó ciprusi királyi herceg,Ciprusi Hugó
http://www.wikidata.org/entity/Q1285830,Savoyai Hugó ciprusi királyi herceg,Savoyai Henrik
http://www.wikidata.org/entity/Q1285836,Lola Müthel,Lola Lütcke
http://www.wikidata.org/entity/Q1276190,Pavle Vujisić,Paja
http://www.wikidata.org/entity/Q1276190,Pavle Vujisić,Vujisić
http://www.wikidata.org/entity/Q1276244,Nada Klaić,Klaić
http://www.wikidata.org/entity/Q1276512,Stojan Novaković,Novaković
http://www.wikidata.org/entity/Q1276512,Stojan Novaković,Стојан Новаковић
http://www.wikidata.org/entity/Q1286272,Schubert Éva,Verebes Károlyné
http://www.wikidata.org/entity/Q1286338,Schweitzer József,József Schweitzer
http://www.wikidata.org/entity/Q1286389,Schütz Ila,Schütz Ilona
http://www.wikidata.org/entity/Q1291707,Stevo Nikolić,Nikolić
http://www.wikidata.org/entity/Q1291808,Stolmár Károly,Solymár Károly
http://www.wikidata.org/entity/Q1291843,Storno Ferenc,Ferenc Storno
http://www.wikidata.org/entity/Q1289629,Soa Reged vollói kormányzóné,Soa Ragad
http://www.wikidata.org/entity/Q1289629,Soa Reged vollói kormányzóné,Soa Reggad
http://www.wikidata.org/entity/Q1289629,Soa Reged vollói kormányzóné,Soarega
http://www.wikidata.org/entity/Q1289730,Sokcsevits Dénes,Dinko Šokčević
http://www.wikidata.org/entity/Q1287924,Edith Maude Hull,E. M. Hull
http://www.wikidata.org/entity/Q1288065,Sigray Antal,Sigray Antal Mária Fülöp Alajos
http://www.wikidata.org/entity/Q1288128,Berry Berenson,Berinthia Berenson Perkins
http://www.wikidata.org/entity/Q1286539,Edmund Komáromy,Komáromy
http://www.wikidata.org/entity/Q1286547,Edmund Käbisch,Käbisch
http://www.wikidata.org/entity/Q1294132,Szakály Ferenc,Ferenc Szakaly
http://www.wikidata.org/entity/Q1294132,Szakály Ferenc,Ferenc Szakály
http://www.wikidata.org/entity/Q1294153,Szakáts Miklós,Miklós Szakáts
http://www.wikidata.org/entity/Q1294153,Szakáts Miklós,Szakács Miklós
http://www.wikidata.org/entity/Q1292076,Sturman Márton,Ózdi Sturman Márton
http://www.wikidata.org/entity/Q1292076,Sturman Márton,Sturmán Márton
http://www.wikidata.org/entity/Q1292076,Sturman Márton,Sturmann Márton
http://www.wikidata.org/entity/Q1289908,Solymosi Elek,Sipos Elek
http://www.wikidata.org/entity/Q1290000,Somlai Lajos,Somlay Lajos
http://www.wikidata.org/entity/Q1290021,Somló Tamás,Somló Iván Tamás
http://www.wikidata.org/entity/Q1288479,Simon Albert,Albert Simon
http://www.wikidata.org/entity/Q1288575,Simon Böske,Simon Böske  Erzsébet
http://www.wikidata.org/entity/Q1292213,Indira Levak,Indira Vladić Mujkić
http://www.wikidata.org/entity/Q1286870,Steinacker Ödön,Edmund Steinacker
http://www.wikidata.org/entity/Q1292369,Sumonyi Zoltán,Papp Zoltán
http://www.wikidata.org/entity/Q1292369,Sumonyi Zoltán,Sumonyi Papp Zoltán
http://www.wikidata.org/entity/Q1287150,Edmundo Warnke,Warnke
http://www.wikidata.org/entity/Q1295367,Szegedi Erika,Sára Sándorné
http://www.wikidata.org/entity/Q1295481,Szegvári Katalin,Spán Katalin
http://www.wikidata.org/entity/Q1295481,Szegvári Katalin,Szegvári Kati
http://www.wikidata.org/entity/Q1294879,Edwin Paul Wieringa,E.P. Wieringa
http://www.wikidata.org/entity/Q1290164,Somogyvári Rudolf,Rudolf Somogyvári
http://www.wikidata.org/entity/Q1290164,Somogyvári Rudolf,Skoda Rezső
http://www.wikidata.org/entity/Q1290372,Boško Gjurovski,Бошко Ѓуровски
http://www.wikidata.org/entity/Q1290095,Somogyi Imre,Emericus
http://www.wikidata.org/entity/Q1290132,Somogyi Péter,Peter Somogyi
http://www.wikidata.org/entity/Q1290134,Somogyi Szilveszter,Dr. Somogyi Szilveszter
http://www.wikidata.org/entity/Q1290147,Eduard Suling,Suling
http://www.wikidata.org/entity/Q1288621,Simon Jolán,Kassák Lajosné
http://www.wikidata.org/entity/Q1288621,Simon Jolán,Kassákné Simon Jolán
http://www.wikidata.org/entity/Q1288648,Simon M. Veronika,Simone
http://www.wikidata.org/entity/Q1288655,Simon Marcsa,Simon Mariska
http://www.wikidata.org/entity/Q1292456,Lin Csi-seng,Lin Qisheng
http://www.wikidata.org/entity/Q1292577,Suppán Vilmos,Szuppán Vilmos
http://www.wikidata.org/entity/Q1292622,Surányi-Unger Tivadar,Tivadar Surányi-Unger
http://www.wikidata.org/entity/Q1294977,Edvīns Ozoliņš,Edvin Szigizmundovics Ozolin
http://www.wikidata.org/entity/Q1295022,Szaszturasz,Sastura
http://www.wikidata.org/entity/Q1295022,Szaszturasz,Szasztura
http://www.wikidata.org/entity/Q1295114,Szatmári István,Szathmári István
http://www.wikidata.org/entity/Q1295114,Szatmári István,Szathmáry István
http://www.wikidata.org/entity/Q1288749,Simonyi Imre,Szmola Imre
http://www.wikidata.org/entity/Q1288788,Simor Ferenc,Dr. Simor Ferenc
http://www.wikidata.org/entity/Q1288793,Simor Erzsi,Porteller Erzsébet Mária Terézia
http://www.wikidata.org/entity/Q1288805,Simor Ágnes,Ágnes Simor
http://www.wikidata.org/entity/Q1303119,Széplaky Endre,Endre Széplaky
http://www.wikidata.org/entity/Q1289057,Sirpa Hannele Ihanus,Ihanus
http://www.wikidata.org/entity/Q1293164,Kurt Nowak,Kurt Ludwig Nowak
http://www.wikidata.org/entity/Q1299480,Szobotka Imre,Emeric Szobotka
http://www.wikidata.org/entity/Q1299480,Szobotka Imre,Eméric Szobotka
http://www.wikidata.org/entity/Q1299480,Szobotka Imre,Imre Szobotka
http://www.wikidata.org/entity/Q1299483,Szoboszlay Péter,Peter Szoboszlay
http://www.wikidata.org/entity/Q1299483,Szoboszlay Péter,Péter Szoboszlay
http://www.wikidata.org/entity/Q1299706,Szokolszky Ágnes,Ágnes Szokolszky
http://www.wikidata.org/entity/Q1299945,Szomory Dezső,Dezso Szomory
http://www.wikidata.org/entity/Q1299945,Szomory Dezső,Dezső szomory
http://www.wikidata.org/entity/Q1299945,Szomory Dezső,Weisz Mór
http://www.wikidata.org/entity/Q1295722,Eevamari Rauhamäki,Eevamari Oksanen
http://www.wikidata.org/entity/Q1288867,Singer Ödön,Edmund Singer
http://www.wikidata.org/entity/Q1288867,Singer Ödön,Ödön Singer
http://www.wikidata.org/entity/Q1288905,Sinkovits-Vitay András,Sinkovits András
http://www.wikidata.org/entity/Q1288905,Sinkovits-Vitay András,Vitay András
http://www.wikidata.org/entity/Q1288969,Pinnész,Pinneus
http://www.wikidata.org/entity/Q1290886,Eduardo Coelho,José Eduardo Coelho
http://www.wikidata.org/entity/Q1293014,Sylvia Plachy,Plachy Szilvia
http://www.wikidata.org/entity/Q1290858,Spitzer Gyöngyi,Soma Mamagésa
http://www.wikidata.org/entity/Q1290858,Spitzer Gyöngyi,Somogyi Gyöngyi Zsuzsanna
http://www.wikidata.org/entity/Q1298999,Szirtes Ádám,Ádám Szirtes
http://www.wikidata.org/entity/Q1298999,Szirtes Ádám,Szvitek Ádám
http://www.wikidata.org/entity/Q1299080,Szivics Tomiszlav,Tomislav Sivić
http://www.wikidata.org/entity/Q1299202,Szkárosi Endre,Horváth Endre
http://www.wikidata.org/entity/Q1295770,Szellay Alice,Pándy Lajosné
http://www.wikidata.org/entity/Q1295770,Szellay Alice,Spolarich Józsefné
http://www.wikidata.org/entity/Q1295897,Szemere Vera,Várkonyi Zoltánné
http://www.wikidata.org/entity/Q1295920,Szemes Mari,Szemes Mária
http://www.wikidata.org/entity/Q1296076,Szendrei János,Janos Szendrei
http://www.wikidata.org/entity/Q1296076,Szendrei János,János Szendrei
http://www.wikidata.org/entity/Q1296095,Szendrői Jenő,Straubert Jenő
http://www.wikidata.org/entity/Q1291263,Erika Buenfil,Teresa de Jesús López
http://www.wikidata.org/entity/Q1300620,Szuly Angéla,Angela Szuly
http://www.wikidata.org/entity/Q1290461,Szotírisz Vorjiász,Sotirios Vorgias
http://www.wikidata.org/entity/Q1290534,Soós Ferenc,Ferenc Soos
http://www.wikidata.org/entity/Q1290534,Soós Ferenc,Ferenc Soós
http://www.wikidata.org/entity/Q1293282,Szabla Vangel etióp császárné,Szabla Vangel Hailu
http://www.wikidata.org/entity/Q1293282,Szabla Vangel etióp császárné,Szeble Vangel
http://www.wikidata.org/entity/Q1293282,Szabla Vangel etióp császárné,Szeble Vongel
http://www.wikidata.org/entity/Q1293374,Szabó András,Andras Szabo
http://www.wikidata.org/entity/Q1293374,Szabó András,András Szabó
http://www.wikidata.org/entity/Q1293521,Szabó György,Szabó György Árpád
http://www.wikidata.org/entity/Q1293537,Szabó Gál András,VIllám Géza
http://www.wikidata.org/entity/Q1295297,Szecsődi Károly,Szecsődi Kari
http://www.wikidata.org/entity/Q1295297,Szecsődi Károly,Szecsődi Karina
http://www.wikidata.org/entity/Q1295318,Szederkényi Anna,Klein Karolin
http://www.wikidata.org/entity/Q1302479,Széki János,Stiglincz János
http://www.wikidata.org/entity/Q1302513,Székács Vera,Mihalik Vera
http://www.wikidata.org/entity/Q1302513,Székács Vera,Réz Ádámné
http://www.wikidata.org/entity/Q1302557,Széles Anna,Ana Széles
http://www.wikidata.org/entity/Q1302557,Széles Anna,Anna Szeles
http://www.wikidata.org/entity/Q1302557,Széles Anna,Anna Széles
http://www.wikidata.org/entity/Q1302567,S’Iza,Széles Izabella
http://www.wikidata.org/entity/Q1300040,Szontagh Ábrahám,Szontagh Ábris
http://www.wikidata.org/entity/Q1300054,Ehrenfried Wydra,Wydra
http://www.wikidata.org/entity/Q1300225,Sztevanovity Dusán,Dusan Sztevanovity
http://www.wikidata.org/entity/Q1300225,Sztevanovity Dusán,Dusán Sztevanovity
http://www.wikidata.org/entity/Q1300315,Sztrókay Kálmán,Sztrókay Kálmán Imre
http://www.wikidata.org/entity/Q1291568,Šubić Pál,"Subich Pál, Subics Pál"
http://www.wikidata.org/entity/Q1293738,Szabó Pál,Diószegi Szabó Pál
http://www.wikidata.org/entity/Q1293770,Szabó Sándor,A. Taylor Crabe
http://www.wikidata.org/entity/Q1293796,Szabó Zoltán,Zoltán Szabó
http://www.wikidata.org/entity/Q1293799,Szabó Zoltán,Zoltán Szabó
http://www.wikidata.org/entity/Q1293458,Szabó Endre,Endre Szabó
http://www.wikidata.org/entity/Q1293478,Szabó Ervin,Schlesinger Ármin Sámuel
http://www.wikidata.org/entity/Q1303660,Joachim Steinhöfel,Joachim Nikolaus Steinhöfel
http://www.wikidata.org/entity/Q1303951,Szörényi Levente,Levente Szörényi
http://www.wikidata.org/entity/Q1303951,Szörényi Levente,Szörényi Levente Bálint
http://www.wikidata.org/entity/Q1303962,Szörényi László,Szörényi László József
http://www.wikidata.org/entity/Q1297127,Szentmiklóssy Alajos,Szentmiklóssy Aloyz
http://www.wikidata.org/entity/Q1297246,Hajnal János,Giovanni Hajnal
http://www.wikidata.org/entity/Q1297294,Szepesi Attila,Attila Szepesi
http://www.wikidata.org/entity/Q1297296,Szepesi György,Galambos
http://www.wikidata.org/entity/Q1297296,Szepesi György,az Aranycsapat tizenkettedik játékosa
http://www.wikidata.org/entity/Q1297296,Szepesi György,Friedländer György
http://www.wikidata.org/entity/Q1293610,Szabó János,Szabó bácsi
http://www.wikidata.org/entity/Q1293670,Szabó Károly,Károly Szabó
http://www.wikidata.org/entity/Q1297348,Szepesy Ignác,Szepessy Ignác
http://www.wikidata.org/entity/Q1297506,Szerdahelyi István,Istvan Szerdahelyi
http://www.wikidata.org/entity/Q1297506,Szerdahelyi István,István Szerdahelyi
http://www.wikidata.org/entity/Q1291414,Stefan Raile,Stefan Schoblocher
http://www.wikidata.org/entity/Q1307996,Ljiljana Jokić Kaspar,Jokić Kaspar
http://www.wikidata.org/entity/Q1308451,Eino Mäkinen,Mäkinen
http://www.wikidata.org/entity/Q1308451,Eino Mäkinen,Eino Matias Mäkinen
http://www.wikidata.org/entity/Q1301393,Szántó Piroska,Piroska Szántó
http://www.wikidata.org/entity/Q1301393,Szántó Piroska,Piroska Vas
http://www.wikidata.org/entity/Q1301393,Szántó Piroska,Vas Piroska
http://www.wikidata.org/entity/Q1301554,Szász János,János Szász
http://www.wikidata.org/entity/Q1297741,Michael Rosbash,M.M. Rosbash
http://www.wikidata.org/entity/Q1297741,Michael Rosbash,Michael M. Rosbash
http://www.wikidata.org/entity/Q1297741,Michael Rosbash,Michael Morris Rosbash
http://www.wikidata.org/entity/Q1297741,Michael Rosbash,Rosbash
http://www.wikidata.org/entity/Q1301998,Szécsi Margit,Margit Szécsi
http://www.wikidata.org/entity/Q1302101,Székely György,György Székely
http://www.wikidata.org/entity/Q1302175,Székely Ottokár,Schlőgl Lajos
http://www.wikidata.org/entity/Q1298299,Szikszai György,Szikszay György
http://www.wikidata.org/entity/Q1310706,Németh József György,Németh József
http://www.wikidata.org/entity/Q1305044,Timothy Bottoms,Timothy James Bottoms
http://www.wikidata.org/entity/Q1293922,Beckensloer János,Johann Beckenschlager
http://www.wikidata.org/entity/Q1293922,Beckensloer János,Johann Beckensloer
http://www.wikidata.org/entity/Q1293922,Beckensloer János,Johann III. Beckenschlager
http://www.wikidata.org/entity/Q1293922,Beckensloer János,Johann Peckensloer
http://www.wikidata.org/entity/Q1293922,Beckensloer János,Johann Pfluger
http://www.wikidata.org/entity/Q1293922,Beckensloer János,Johannes Beckenschlager
http://www.wikidata.org/entity/Q1314604,Sámuel Kornél,Kornel Samuel
http://www.wikidata.org/entity/Q1314604,Sámuel Kornél,Kornél Sámuel
http://www.wikidata.org/entity/Q1314650,Sándor Imre,Imre Sándor
http://www.wikidata.org/entity/Q1305852,Otar Taktakisvili,Otar Taktakishvili
http://www.wikidata.org/entity/Q1311372,Yim Kyung-jin,Yim Jae-eun
http://www.wikidata.org/entity/Q1308709,Van. H. Manning,Vannoy Hartrog Manning
http://www.wikidata.org/entity/Q1298336,Szilasi Alex,Alex Szilasi
http://www.wikidata.org/entity/Q1298348,Szilassy László,Szabó László
http://www.wikidata.org/entity/Q1298411,Szily Géza,Géza Szily
http://www.wikidata.org/entity/Q1298411,Szily Géza,Szily Géza László
http://www.wikidata.org/entity/Q1298513,Szilágyi Lenke,Single Lens
http://www.wikidata.org/entity/Q1298517,Szilágyi Liliána,Liliana Szilagyi
http://www.wikidata.org/entity/Q1298517,Szilágyi Liliána,Liliána Szilágyi
http://www.wikidata.org/entity/Q1298519,Szilágyi László,Horogszegi Szilágyi László
http://www.wikidata.org/entity/Q1298532,Szilágyi Miklós,Miklós Szilágyi
http://www.wikidata.org/entity/Q1298768,Szini Gyula,Gyula Szini
http://www.wikidata.org/entity/Q1306352,Stanley Baker,William Stanley Baker
http://www.wikidata.org/entity/Q1314985,Sárközi Mátyás,Fekete Márton
http://www.wikidata.org/entity/Q1315153,Sávoly Pál,Pál Sávoly
http://www.wikidata.org/entity/Q1315656,T. Litovkina Anna,Tóthné Litovkina Anna
http://www.wikidata.org/entity/Q1315828,Hale Şahin,Şahin
http://www.wikidata.org/entity/Q1315828,Hale Şahin,Sahin
http://www.wikidata.org/entity/Q1315828,Hale Şahin,Hale Uşak-Şahin
http://www.wikidata.org/entity/Q1316117,Takács Bence Ervin,Takács Bence
http://www.wikidata.org/entity/Q1316210,Takács Marika,Takács Mari
http://www.wikidata.org/entity/Q1309465,Ulrike Wulf-Rheidt,Ulrike Wulf
http://www.wikidata.org/entity/Q1317967,Giorgio Bartolini,Bartolini
http://www.wikidata.org/entity/Q1322127,Tokody Ilona,Ilona Tokody
http://www.wikidata.org/entity/Q1322133,James Noble,James Wilkes Noble
http://www.wikidata.org/entity/Q1322146,Tolcsvay László,Tolcsvay Nagy László
http://www.wikidata.org/entity/Q1322250,Tolnai Márta,Dr. Szotáczkyné Tolnai Márta
http://www.wikidata.org/entity/Q1322277,Tolvay Ferenc,menyői Tolvay Ferenc
http://www.wikidata.org/entity/Q1322277,Tolvay Ferenc,Tholvay Ferenc
http://www.wikidata.org/entity/Q1322277,Tolvay Ferenc,Tholway Ferenc
http://www.wikidata.org/entity/Q1322277,Tolvay Ferenc,Tolvaj Ferenc
http://www.wikidata.org/entity/Q1298950,Szipál Márton,Martin S. Martin
http://www.wikidata.org/entity/Q1298950,Szipál Márton,Martin Szipál
http://www.wikidata.org/entity/Q1298950,Szipál Márton,Marton Szipal
http://www.wikidata.org/entity/Q1316210,Takács Marika,Takács Mária
http://www.wikidata.org/entity/Q1316210,Takács Marika,Kazimir Károlyné
http://www.wikidata.org/entity/Q1316232,Takács Péter,Péter Takács
http://www.wikidata.org/entity/Q1316263,Takáts József,József Takáts
http://www.wikidata.org/entity/Q1316416,Tamara Petrovna Szjomina,Tamara Petrowna Sjomina
http://www.wikidata.org/entity/Q1316416,Tamara Petrovna Szjomina,Tamara Syomina
http://www.wikidata.org/entity/Q1313940,Türkan Rado,Türkân Rado
http://www.wikidata.org/entity/Q1316441,Tamkó Sirató Károly,Charles Sirato
http://www.wikidata.org/entity/Q1316441,Tamkó Sirató Károly,Károly Tamkó Sirató
http://www.wikidata.org/entity/Q1316586,Tanner Ilona,Ilona Tanner
http://www.wikidata.org/entity/Q1316586,Tanner Ilona,Tanner Ilona Irén Lujza Kamilla
http://www.wikidata.org/entity/Q1316586,Tanner Ilona,Török Sophie
http://www.wikidata.org/entity/Q1318579,Tersánszky Józsi Jenő,Józsi Jenő Tersánszky
http://www.wikidata.org/entity/Q1298988,Szirtes Balázs,Balazs Szirtes
http://www.wikidata.org/entity/Q1298988,Szirtes Balázs,Balázs Szirtes
http://www.wikidata.org/entity/Q1314210,Szőllősy Klára,Sebestyén Péterné Szőllősy Klára
http://www.wikidata.org/entity/Q1314231,Koloman Wallisch,Wallisch Kálmán
http://www.wikidata.org/entity/Q1314257,Szőnyi Zsuzsa,Triznya Mátyásné
http://www.wikidata.org/entity/Q1314293,Szűcs Erika,Szűcs Erika Mária
http://www.wikidata.org/entity/Q1314294,Szűcs Gabriella,Gabriella Szűcs
http://www.wikidata.org/entity/Q1314308,Szűcs Judith,Szűcs Judit
http://www.wikidata.org/entity/Q1316754,Tar Károly,Ligeti Pál
http://www.wikidata.org/entity/Q1316754,Tar Károly,Dombi Károly
http://www.wikidata.org/entity/Q1316754,Tar Károly,Koppány Zsolt
http://www.wikidata.org/entity/Q1316754,Tar Károly,Transsylvanicus
http://www.wikidata.org/entity/Q1317052,Tartsay Vilmos,Tarcsay Vilmos
http://www.wikidata.org/entity/Q1317052,Tartsay Vilmos,Vilmos Tartsay
http://www.wikidata.org/entity/Q1328290,Török Sándor,Weltmann Sándor
http://www.wikidata.org/entity/Q1318929,Thalaba Máté,Fogarasi Thalaba Máté
http://www.wikidata.org/entity/Q1325115,Tumó István,Étienne Tumó
http://www.wikidata.org/entity/Q1324256,Triznya Mátyás,Mattia Triznya
http://www.wikidata.org/entity/Q1324327,Vicente Rondón,Rondón
http://www.wikidata.org/entity/Q1324351,Volker Ranisch,Ranisch
http://www.wikidata.org/entity/Q1324352,Iulius Maternus,Maternus
http://www.wikidata.org/entity/Q1324352,Iulius Maternus,Iulianus Maternus
http://www.wikidata.org/entity/Q1324378,Alfred Maderno,Alfred Schmidt
http://www.wikidata.org/entity/Q1324378,Alfred Maderno,Maderno
http://www.wikidata.org/entity/Q1324408,Alekszej Pavlovics Sipenko,Sipenko
http://www.wikidata.org/entity/Q1324408,Alekszej Pavlovics Sipenko,Алексей Павлович Шипенко
http://www.wikidata.org/entity/Q1317517,Tefib,Tefibi
http://www.wikidata.org/entity/Q1317573,Tek Pista,Tek István
http://www.wikidata.org/entity/Q1317640,Telegdy Kata,Telegdi Kata
http://www.wikidata.org/entity/Q1325261,Turan Oflazoğlu,Oflazoğlu
http://www.wikidata.org/entity/Q1325390,Turi-Kovács Béla,Béla Turi-Kovács
http://www.wikidata.org/entity/Q1317100,Leif Andrée,Andrée
http://www.wikidata.org/entity/Q1317100,Leif Andrée,Leif Allan Andrée
http://www.wikidata.org/entity/Q1317100,Leif Andrée,Leif Allan Johansson
http://www.wikidata.org/entity/Q1317320,Tavasi Lajos,Lajos Tavasi
http://www.wikidata.org/entity/Q1317320,Tavasi Lajos,Tavassy Lajos
http://www.wikidata.org/entity/Q1317320,Tavasi Lajos,Teichengräber Lajos
http://www.wikidata.org/entity/Q1328636,Elfriede Kehrer,Kehrer
http://www.wikidata.org/entity/Q1323045,Tornyai János,Janos Tornyai
http://www.wikidata.org/entity/Q1323045,Tornyai János,János Tornyai
http://www.wikidata.org/entity/Q1323045,Tornyai János,Johann Tornyai
http://www.wikidata.org/entity/Q1323146,Torres Dániel,Torres Dani
http://www.wikidata.org/entity/Q1320051,Themisztogenész,Szürakuszai Themisztogenész
http://www.wikidata.org/entity/Q1323441,Tragor Ignác,Ignác Tragor
http://www.wikidata.org/entity/Q1329116,Takumi Saitoh,Takumi Saito
http://www.wikidata.org/entity/Q1329116,Takumi Saitoh,Takumi Saitou
http://www.wikidata.org/entity/Q1326064,Táborszky Mihály János,Táborszky János
http://www.wikidata.org/entity/Q1326064,Táborszky Mihály János,Táborszky Mihály
http://www.wikidata.org/entity/Q1329321,Elif Senel,Elif Şenel
http://www.wikidata.org/entity/Q1329323,Tűz Tamás,Makkó Lajos
http://www.wikidata.org/entity/Q1320496,Thraszümakhosz,Korinthoszi Thraszümakhosz
http://www.wikidata.org/entity/Q1333728,Else Warnke,Warnke
http://www.wikidata.org/entity/Q1326381,Sezer Özmen,Özmen
http://www.wikidata.org/entity/Q1326496,Lucy Doraine,Kovács Ilonka
http://www.wikidata.org/entity/Q1326625,Téglás Gábor,Gabor Teglas
http://www.wikidata.org/entity/Q1326625,Téglás Gábor,Gábor Téglás
http://www.wikidata.org/entity/Q1326640,Téglássy Tamara,Tamara Téglássy
http://www.wikidata.org/entity/Q1326762,Téri Sándor,Sandor Teri
http://www.wikidata.org/entity/Q1326762,Téri Sándor,Sándor Téri
http://www.wikidata.org/entity/Q1326847,Tímár Éva,Gerber Éva
http://www.wikidata.org/entity/Q1327026,Tóth Aladár,Aladár Tóth
http://www.wikidata.org/entity/Q1327036,Tóth András,Andras Toth
http://www.wikidata.org/entity/Q1327036,Tóth András,András Tóth
http://www.wikidata.org/entity/Q1334013,Sjaak Swart,Jesaia Swart
http://www.wikidata.org/entity/Q1329748,Tomomi Kasai,Kasai Tomomi
http://www.wikidata.org/entity/Q1320564,Enrico Sabbatini,Sabbatini
http://www.wikidata.org/entity/Q1320566,Thúry József,Thury József
http://www.wikidata.org/entity/Q1320640,Ken Howard,"Kenneth Joseph Howard, Jr."
http://www.wikidata.org/entity/Q1327134,Tóth Eszter,Hollós Korvin Lajosné
http://www.wikidata.org/entity/Q1327248,Tóth János,János Tóth
http://www.wikidata.org/entity/Q1327257,Tóth János,János Tóth
http://www.wikidata.org/entity/Q1334119,Leonyid Volodimirovics Bartenyev,Leonyid Vlagyimirovics Bartyenyev
http://www.wikidata.org/entity/Q1334351,Stefan Nikolić,Nikolić
http://www.wikidata.org/entity/Q1321044,Till Attila,Till Attila Tamás
http://www.wikidata.org/entity/Q1321219,Timoléon Láciosz,Timoleon Latsios
http://www.wikidata.org/entity/Q1321219,Timoléon Láciosz,Τιμολέων Λάτσιος
http://www.wikidata.org/entity/Q1321222,Timon Barnabás,Timon Barna
http://www.wikidata.org/entity/Q1327345,Tóth László,Tóthlaca
http://www.wikidata.org/entity/Q1327395,Tóth Orsolya,Tóth Orsi
http://www.wikidata.org/entity/Q1327436,Tóth Tibor Pál,Tóth Tibor
http://www.wikidata.org/entity/Q1327495,Tóth Éva,Eva Toth
http://www.wikidata.org/entity/Q1327495,Tóth Éva,Éva Tóth
http://www.wikidata.org/entity/Q1329985,Elisabeth Herrmann-Otto,Elisabeth Herrmann
http://www.wikidata.org/entity/Q1330006,Udvardy Nándor,Udvardy Ferdinánd
http://www.wikidata.org/entity/Q1327725,Tömörkény István,István Tömörkény
http://www.wikidata.org/entity/Q1327725,Tömörkény István,Steingassner István
http://www.wikidata.org/entity/Q1329985,Elisabeth Herrmann-Otto,Herrmann
http://www.wikidata.org/entity/Q1330179,Elizabeth Pepys,Elisabeth Pepys
http://www.wikidata.org/entity/Q1327855,Elena Cassin,Margherita Elena Cassin
http://www.wikidata.org/entity/Q1327759,Törley József,József Törley
http://www.wikidata.org/entity/Q1327805,Ur-Zababa,Ur-zababa
http://www.wikidata.org/entity/Q1327805,Ur-Zababa,Urzababa
http://www.wikidata.org/entity/Q1327836,Hermann Vogelsang,Vogelsang
http://www.wikidata.org/entity/Q1321896,Alice Woodroffe,R. J. Teague
http://www.wikidata.org/entity/Q1328019,Törzs Jenő,Jenö Törzs
http://www.wikidata.org/entity/Q1328056,Eleonore Dörner,Eleonore Benary
http://www.wikidata.org/entity/Q1332532,"Orrice Abram Murdock, Jr.",Abe Murdock
http://www.wikidata.org/entity/Q1332557,Ellsworth Foote,Ellsworth B. Foote
http://www.wikidata.org/entity/Q1328202,Török Irma,Irma Török
